Recipe Name,Cusine,Dish Type,INGREDIENTS,Preparation Time,Cooking Time,Preparation Steps,Cooking Steps,Img URL,Total Time
Cheese Balls,Indian,Snack,"POTATO, CHEESE, CORN FLOUR, SALT, PEPPER, OIL",15,15,Boil and mash potatoes. Grate cheese.,"1. Mix mashed potatoes with cheese, salt, and pepper. 2. Shape into small balls and roll them in cornflour. 3. Heat oil in a pan and deep fry the cheese balls until golden brown. 4. Serve hot with chutney or sauce.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuJfPOj-tOx8C1qxaay-idMe9l5DoorGMFog&s,30
Veg Seekh Kebab,Indian,Snack,"PANEER, ONION, GREEN CHILIES, CUMIN, CORIANDER, GARAM MASALA, CORIANDER, SALT",20,20,Grate mixed vegetables. Crumble cottage cheese and finely chop onions and green chilies.,"1. Mix grated vegetables, crumbled cottage cheese, chopped onions, green chilies, and spices into a dough. 2. Shape the mixture around skewers and cook them in a preheated oven or grill until golden and cooked through. 3. Serve hot with green chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2016/06/veg-seekh-kabab-recipe-500x500.jpg,40
Mutton Seekh Kebab,Indian,Mutton Dish,"MINCED MUTTON, ONION, GREEN CHILIES, GINGER, GARLIC, CUMIN, GARAM MASALA, CORIANDER, CORIANDER, SALT",20,25,"Grind mutton with ginger, garlic, onions, and spices into a smooth mixture.","1. Mix the ground mutton with chopped green chilies, coriander, spices, and salt. 2. Shape the mixture into kebabs and skewer them. 3. Grill the kebabs until they are cooked through and golden brown. 4. Serve hot with chutney or naan.",https://www.licious.in/blog/wp-content/uploads/2020/12/Mutton-Seekh-Kebab.jpg,45
Chicken Lollipop,Indian,Chicken Dish,"CHICKEN WINGS, GINGER-GARLIC PASTE, SOY SAUCE, VINEGAR, CORN FLOUR, SALT, PEPPER, OIL",15,15,"Marinate chicken wings with ginger-garlic paste, soy sauce, vinegar, salt, and pepper.",1. Coat the marinated chicken wings with cornflour. 2. Heat oil in a pan and deep fry the chicken lollipops until golden and crispy. 3. Serve hot with dipping sauce or chutney.,https://www.yummytummyaarthi.com/wp-content/uploads/2021/11/chicken-lollipop-1.jpeg,30
Paneer Tikka,Indian,Snack,"PANEER, YOGURT, GINGER-GARLIC PASTE, LEMON, GARAM MASALA, CUMIN, RED CHILI POWDER, SALT, OIL",20,15,"Cut paneer into cubes and prepare a marinade with yogurt, ginger-garlic paste, lemon juice, and spices.",1. Marinate the paneer cubes in the mixture for at least 30 minutes. 2. Skewer the marinated paneer and grill it until golden brown and cooked through. 3. Serve hot with green chutney and lemon wedges.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBKvqnEq2iBJXQcsNlV1z85shATqEmM69l-w&s,35
Hakka Mushroom,Chinese,Snack,"MUSHROOMS, ONION, BELL PEPPERS, GARLIC, SOY SAUCE, VINEGAR, SALT, PEPPER, OIL",10,15,"Slice mushrooms, onions, and bell peppers. Mince garlic.","1. Heat oil in a wok, sauté garlic, onions, and bell peppers. 2. Add mushrooms, soy sauce, vinegar, salt, and pepper. 3. Stir fry for 5-7 minutes until the mushrooms are cooked and the sauce thickens. 4. Serve hot with rice or noodles.",https://cdn.tarladalal.com/members/9306/big/big_hakka_mushrooms-11879.jpg,25
Corn Fritters,Indian,Snack,"CORN KERNELS, FLOUR, GREEN CHILIES, ONION, CORIANDER, CUMIN, SALT, OIL",15,15,"Grind corn kernels coarsely. Finely chop onions, green chilies, and coriander.","1. Mix ground corn with flour, chopped onions, green chilies, coriander, cumin seeds, and salt. 2. Shape into small fritters. 3. Heat oil in a pan and fry the fritters until golden brown. 4. Serve hot with chutney or ketchup.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRECko9q_0eBOjFCfPD6O-tNVJg8LBnJ0APYg&s,30
Pav Sandwich,Indian,Snack,"PAV, ONION, TOMATO, CUCUMBER, CHEESE, CHUTNEY, SALT, PEPPER",10,10,"Chop onions, tomatoes, and cucumber. Slice cheese.","1. Slice the pav rolls and spread chutney on both sides. 2. Layer with sliced onion, tomato, cucumber, and cheese. 3. Sprinkle salt and pepper. 4. Close the sandwich and serve.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGFE1zga_aCdWxz4tzz_KmlmZOoZ-epr-OpA&s,20
Rasam,Indian,Lunch,"TAMARIND, TOMATO, GARLIC, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, CORIANDER, SALT, PEPPER, WATER",15,10,Soak tamarind in water and extract juice. Chop tomatoes and garlic.,"1. Heat oil in a pot, add mustard seeds, curry leaves, garlic, and green chilies. 2. Add chopped tomatoes and cook for 2-3 minutes. 3. Add tamarind juice, water, salt, and pepper, and bring to a boil. 4. Simmer for 5-7 minutes and garnish with coriander. Serve hot with rice.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGFE1zga_aCdWxz4tzz_KmlmZOoZ-epr-OpA&s,25
Tomato Rice,Indian,Rice Dish,"RICE, TOMATO, ONION, GREEN CHILIES, GINGER-GARLIC PASTE, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, OIL",15,20,Cook rice and chop tomatoes and onions. Prepare ginger-garlic paste.,"1. Heat oil in a pan, sauté onions, green chilies, and ginger-garlic paste. 2. Add chopped tomatoes and cook until soft. 3. Add spices like cumin, turmeric, red chili powder, and salt. 4. Add cooked rice and mix well. Cook for 5 minutes, garnish with coriander. Serve hot.",https://static.toiimg.com/thumb/54673775.cms?width=1200&height=900,35
Curd Pachadi,Indian,Side Dish,"YOGURT, CUCUMBER, COCONUT, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, SALT, OIL",10,10,Grate cucumber and prepare coconut paste. Soak mustard seeds in water.,"1. Mix yogurt with grated cucumber and coconut paste. 2. Heat oil in a pan, add mustard seeds, curry leaves, and sauté for 1-2 minutes. 3. Pour the tempering over the yogurt mixture. 4. Serve as a side dish with rice or roti.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyrSllA9q7aLmTmmyfmm_4_XwatHdJN1CB_Q&s,20
Vatha Kuzhambu,Indian,Side Dish,"TAMARIND, ONION, TOMATO, GARLIC, RED CHILIES, MUSTARD SEEDS, CURRY LEAVES, CUMIN, CORIANDER, TURMERIC, RED CHILI POWDER, SALT",20,25,"Soak tamarind and extract juice. Chop onions, tomatoes, and garlic.","1. Heat oil in a pan, sauté mustard seeds, curry leaves, garlic, and onions. 2. Add tomatoes and cook until soft. 3. Add tamarind juice, spices, and water. 4. Let the gravy simmer for 10-12 minutes. Serve hot with rice or roti.",https://blendofspicesbysara.com/wp-content/uploads/2021/02/PXL_20210217_215031192.PORTRAIT-01.jpeg,45
Banana Chips,Indian,Snack,"BANANAS, SALT, TURMERIC, OIL",15,15,Peel bananas and slice them thinly. Prepare a turmeric solution.,1. Heat oil in a pan. 2. Dip the banana slices in turmeric water and fry in hot oil until crispy and golden. 3. Drain excess oil and sprinkle salt. Serve as a snack.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4ELjzk6-duEf-6SvJAMnBMktCkc2XHAKuaA&s,30
Paruppu Usili,Indian,Vegetable Dish,"TOOR DAL, GREEN BEANS, ONION, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, SALT, OIL",20,20,Soak toor dal for 1 hour. Chop onions and green chilies.,"1. Cook soaked toor dal until soft. 2. Heat oil in a pan, add mustard seeds, curry leaves, onions, and green chilies. 3. Add cooked dal and green beans. Cook for 5-7 minutes, add salt, and mix well. 4. Serve hot with rice or roti.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgpBdZ-gxuDjXKUwFbkqHhxU1QuaQn102Wsg&s,40
Cabbage Poriyal,Indian,Vegetable Dish,"CABBAGE, COCONUT, MUSTARD SEEDS, URAD DAL, GREEN CHILIES, SALT, OIL",10,10,Chop cabbage and green chilies. Grate coconut.,"1. Heat oil in a pan, add mustard seeds and urad dal. 2. Add chopped cabbage and sauté for 5-7 minutes. 3. Add grated coconut, green chilies, and salt. Cook for 2-3 minutes. 4. Serve hot with rice or roti.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/02/cabbage-poriyal-recipe.jpg,20
Phirni,Indian,Dessert,"RICE FLOUR, MILK, SUGAR, CARDAMOM, SAFFRON, ALMONDS, PISTACHIOS",10,20,Soak rice flour in milk for 30 minutes. Grind almonds and pistachios.,"1. Boil milk and add sugar. 2. Mix soaked rice flour into the boiling milk, stirring continuously. 3. Add cardamom and saffron, cook until the mixture thickens. 4. Garnish with ground almonds and pistachios. 5. Serve chilled.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/10/phirni-firni-recipe.jpg,30
Peda,Indian,Dessert,"FULL_CREAM MILK, SUGAR, GHEE, CARDAMOM, CASHEWS, ALMONDS, PISTACHIOS",15,20,Boil milk and reduce it to a thick consistency. Prepare nuts for garnish.,"1. Boil milk in a heavy pan until it thickens. 2. Add sugar, ghee, and cardamom. 3. Stir continuously to prevent burning. 4. Once it reaches a dough-like consistency, shape into pedas and garnish with chopped nuts. 5. Serve warm or at room temperature.",https://www.secondrecipe.com/wp-content/uploads/2017/08/mathura-peda-1-500x375.jpg,35
Sandesh,Indian,Dessert,"PANEER, SUGAR, CARDAMOM, ROSE WATER, SAFFRON, PISTACHIOS",10,15,Grate paneer and mix with sugar and cardamom.,1. Heat the grated paneer and sugar in a pan until it thickens. 2. Add cardamom and rose water for flavor. 3. Shape the mixture into small discs or mold shapes. 4. Garnish with saffron and pistachios. 5. Let it cool and serve.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-P5pVHFog8VgSKCBnI9Y3udK2p4bZgwAnYQ&s,25
Soan Papdi,Indian,Dessert,"SUGAR, FLOUR, GHEE, CARDAMOM, PISTACHIOS, ALMONDS",15,25,Sift flour and cardamom powder. Prepare a ghee-flavored syrup.,"1. Heat ghee in a pan, add flour, and cook until it turns golden brown. 2. In another pan, make a syrup by boiling sugar and water. 3. Mix the syrup with flour, stirring constantly until it forms a soft dough. 4. Shape into pieces and garnish with pistachios and almonds. 5. Let it cool and serve.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBxs6Bm9-gQ5KHe0avE6RoSnG1cKZgvNcaWQ&s,40
Ghevar,Indian,Dessert,"FLOUR, GHEE, SUGAR, SAFFRON, ROSE WATER, CARDAMOM, ALMONDS, PISTACHIOS",20,30,Prepare a batter using flour and ghee. Soak saffron in milk.,"1. Heat ghee in a deep pan and slowly pour in the batter to form a ring shape. 2. Fry the ghevar until it turns golden and crisp. 3. Make a sugar syrup with sugar, rose water, and cardamom. 4. Dip the fried ghevar into the syrup and garnish with saffron and nuts. 5. Serve cooled.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA4djFv7cqa7TXvKUh21eIsKCeLwVioQl6Jg&s,50
Mohanthal,Indian,Dessert,"GRAM FLOUR, SUGAR, GHEE, CARDAMOM, ALMONDS, CASHEWS",20,30,Roast gram flour in ghee. Prepare sugar syrup with cardamom.,"1. Roast the gram flour in ghee until it turns golden. 2. Prepare a sugar syrup with sugar, water, and cardamom. 3. Mix the syrup with the roasted flour and cook until it thickens. 4. Pour the mixture into a greased tray and set. 5. Garnish with chopped almonds and cashews. 6. Let it cool and cut into pieces.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlc8PiXZiSqgFK4OPSh_y6v_TkcH2LNO8vzg&s,50
Chhena Poda,Indian,Dessert,"PANEER, SUGAR, CARDAMOM, RAISINS, NUTS",20,25,Prepare fresh paneer or use store-bought. Soak raisins.,"1. Mix paneer with sugar, cardamom, and soaked raisins. 2. Shape the mixture into a round form and bake in a preheated oven at 180°C for 20 minutes. 3. Once golden, remove and let it cool. 4. Garnish with chopped nuts. 5. Serve in slices.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7IamMKruzQ0sYhWiIaUQVkep9d8p2Cm9mgA&s,45
Kalakand,Indian,Dessert,"MILK, SUGAR, CARDAMOM, GHEE, PANEER, ALMONDS",15,20,Boil milk and reduce it to a thick consistency. Crumble paneer.,1. Boil the milk and reduce it to half. 2. Add sugar and crumbled paneer to the milk. 3. Cook on low heat until it thickens. 4. Grease a tray with ghee and pour the mixture into it. 5. Let it cool and set. 6. Garnish with chopped almonds. 7. Cut into pieces and serve.,https://www.nestleprofessional.in/sites/default/files/2022-07/Kalakand.jpg,35
Seviyan Kheer,Indian,Dessert,"VERMICELLI, MILK, SUGAR, CARDAMOM, RAISINS, CASHEWS, ALMONDS",15,15,Roast seviyan in ghee. Chop nuts and soak raisins.,"1. Roast the seviyan in ghee until golden brown. 2. Boil milk and add sugar. 3. Add the roasted seviyan and cook until the milk thickens. 4. Add cardamom, raisins, and chopped nuts. 5. Let it simmer for a few minutes, then serve warm or chilled.",https://www.secondrecipe.com/wp-content/uploads/2020/11/sevayin-kheer.jpg,30
Payasam,Indian,Dessert,"RICE, MILK, SUGAR, CARDAMOM, CASHEWS, ALMONDS, RAISINS",20,15,Soak rice for 30 minutes. Roast nuts.,"1. Cook rice in milk until soft. 2. Add sugar, cardamom, and cook until the milk thickens. 3. Add roasted nuts and raisins. 4. Simmer for a few minutes and serve warm or chilled.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/semiya-payasam-vermicelli-payasam-500x500.jpg,35
Keema Pav,Indian,Mutton Dish,"MUTTON, ONION, TOMATO, GINGER, GARLIC, PAV, CUMIN, GARAM MASALA, CHILI POWDER, CORIANDER, SALT",20,25,"Chop onions, tomatoes, and garlic. Prepare ginger-garlic paste.","1. Heat oil in a pan, sauté onions, ginger, and garlic. 2. Add minced meat and cook until browned. 3. Add tomatoes and cook until soft. 4. Add spices and cook until the oil separates. 5. Toast pav buns and serve with the keema mixture.",https://ministryofcurry.com/wp-content/uploads/2017/06/Kheema-Pav-2.jpg,45
Anda Bhurji Pav,Indian,Egg Dish,"EGGS, ONION, TOMATO, GREEN CHILIES, TURMERIC, RED CHILI POWDER, GARAM MASALA, PAV",10,10,"Chop onions, tomatoes, and green chilies. Prepare spices.",1. Heat oil in a pan and sauté onions and green chilies. 2. Add tomatoes and cook until soft. 3. Add spices and crack eggs into the mixture. 4. Scramble the eggs and cook until done. 5. Toast pav buns and serve the Anda Bhurji inside.,https://myfoodstory.com/wp-content/uploads/2020/03/Street-Style-Egg-Bhurji-4.jpg,20
Bombay Masala Toast,Indian,Snack,"BREAD, POTATO, ONION, TOMATO, GREEN CHILIES, CHAAT MASALA, RED CHILI POWDER, BUTTER",10,10,"Boil and mash potatoes. Chop onions, tomatoes, and chilies.","1. Mix mashed potatoes with chopped onions, tomatoes, and spices. 2. Spread butter on bread slices and apply the potato mixture. 3. Toast the bread on a pan until golden. 4. Serve hot with chutney or ketchup.",https://cdn.tarladalal.com/members/9306/procstepimgs/masala_toast_dsc_7396-(2)-16-185296.jpg,20
Egg Roll (Kolkata Style),Indian,Egg Dish,"EGGS, PARATHA, ONION, TOMATO, GREEN CHILIES, CHAAT MASALA, GARAM MASALA, SAUCE",15,15,"Prepare parathas. Chop onions, tomatoes, and chilies.","1. Heat oil in a pan and scramble the eggs with spices. 2. Place the scrambled eggs on a paratha, top with onions, tomatoes, and green chilies. 3. Roll it up and serve hot with sauce.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhP-bfUH4VHlLj3BgcL1zM1Jd3CO1T7AvAdA&s,30
Chicken Shawarma,Middle Eastern,Chicken Dish,"CHICKEN, YOGURT, LEMON, GARLIC, CUMIN, PAPRIKA, TURMERIC, CORIANDER, PITA BREAD",20,25,"Marinate chicken with yogurt, garlic, and spices.","1. Marinate chicken in yogurt, lemon juice, garlic, and spices for 2 hours. 2. Grill or roast the chicken until cooked through. 3. Slice the chicken and serve in pita bread with veggies and sauces.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeIPgm6k3dhLRMsYcOl97_7sE7wYP0medhmg&s,45
Veg Frankie,Indian,Snack,"PARATHA, PANEER, ONION, TOMATO, GREEN CHILIES, CHAAT MASALA, GARAM MASALA, SAUCE",15,15,"Prepare parathas. Chop onions, tomatoes, and chilies.","1. Sauté paneer with onions, tomatoes, and spices. 2. Place the mixture in a paratha and roll it up. 3. Serve hot with sauce or chutney.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiFd2D4H51WXz0ysakRvJ1xhJ2oyx3aIBt8g&s,30
Chicken Frankie,Indian,Chicken Dish,"PARATHA, CHICKEN, ONION, TOMATO, GREEN CHILIES, CHAAT MASALA, GARAM MASALA, SAUCE",15,20,"Prepare parathas. Chop onions, tomatoes, and chilies.","1. Cook chicken with onions, tomatoes, and spices. 2. Place the chicken mixture in a paratha and roll it up. 3. Serve with sauce or chutney.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiFd2D4H51WXz0ysakRvJ1xhJ2oyx3aIBt8g&s,35
Veg Lasagna,Italian,Main Course,"LASAGNA SHEETS, TOMATO SAUCE, SPINACH, MUSHROOMS, CHEESE, GARLIC, ONION, OLIVE OIL",20,30,Prepare tomato sauce. Chop vegetables.,"1. Boil lasagna sheets. 2. Prepare the tomato sauce with garlic, onion, and spices. 3. Layer the lasagna with tomato sauce, vegetables, and cheese. 4. Bake in the oven until golden and bubbly. 5. Serve hot.",https://cdn.loveandlemons.com/wp-content/uploads/2023/12/vegetarian-lasagna-scaled.jpg,50
Chicken Lasagna,Italian,Main Course,"LASAGNA SHEETS, CHICKEN, TOMATO SAUCE, CHEESE, GARLIC, ONION, OLIVE OIL",20,30,Prepare chicken filling. Chop garlic and onion.,"1. Boil lasagna sheets and prepare the chicken filling with tomato sauce and spices. 2. Layer the lasagna with chicken, tomato sauce, and cheese. 3. Bake in the oven until golden. 4. Serve hot.",https://cdn.loveandlemons.com/wp-content/uploads/2023/12/vegetarian-lasagna-scaled.jpg,50
Hakka Chilli Potato,Chinese,Vegetable Dish,"POTATO, CORN FLOUR, SOY SAUCE, CHILI SAUCE, GARLIC, GREEN CHILIES, ONION, VINEGAR",15,15,Boil and fry potatoes. Prepare sauce mixture.,"1. Fry the boiled potatoes until crispy. 2. Sauté garlic, green chilies, and onions. 3. Add the fried potatoes and toss with soy sauce, chili sauce, and vinegar. 4. Serve hot.",https://www.hookedonheat.com/wp-content/uploads/2021/09/Chilli-Potatoes-HOHV.jpg,30
Mango Shake,Indian,Drink,"MANGO, MILK, SUGAR, ICE CREAM",5,5,Peel and chop mangoes. Blend ingredients.,"1. Blend mangoes with milk, sugar, and ice cream until smooth. 2. Serve chilled.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/04/mango-milkshake-recipe.jpg,10
Rose Milk,Indian,Drink,"ROSE SYRUP, MILK, SUGAR, ICE",5,5,Mix rose syrup with milk. Add sugar if desired.,1. Mix rose syrup with milk and sugar. 2. Add ice cubes and serve chilled.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt_rAnk-Ju1dZODfz3YJXMHzxyr3GA5RhTvw&s,10
Badam Milk,Indian,Drink,"ALMONDS, MILK, SUGAR, CARDAMOM, SAFFRON",10,15,Soak almonds overnight. Blend almonds and milk.,"1. Soak almonds overnight and grind into a paste. 2. Heat milk and add the almond paste, sugar, cardamom, and saffron. 3. Boil for a few minutes and serve warm.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTds5AThoT8SExkYiKl3aLhmP18sHLXWChxQg&s,25
Falooda,Indian,Drink,"FALOODA SEV, ROSE SYRUP, MILK, ICE CREAM, BASIL SEEDS",15,10,Soak basil seeds. Prepare falooda sev.,"1. Boil falooda sev and soak basil seeds. 2. In a glass, layer falooda sev, rose syrup, and milk. 3. Add ice cream and basil seeds. 4. Serve chilled.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/05/falooda-faluda-recipe.jpg,25
